Measurement time,Year,Month,WaterYear,WindDirQuadraQ_level,WindDirQuadraQ_flags,WindDirQuadraUNESCO_Q_level,WindDirQuadraAvg,WindDirQuadraStd
2017-02-08 03:00:00,2017,Feb,2016-2017,1,,2,244.7,30.29
2017-02-08 04:00:00,2017,Feb,2016-2017,1,,2,240.2,21.77
2017-02-08 05:00:00,2017,Feb,2016-2017,1,,2,246.2,24.37
2017-02-08 06:00:00,2017,Feb,2016-2017,1,,2,270.1,25.49
2017-02-08 07:00:00,2017,Feb,2016-2017,1,,2,321.8,35.06
2017-02-08 08:00:00,2017,Feb,2016-2017,1,,2,294.7,40.54
2017-02-08 09:00:00,2017,Feb,2016-2017,1,,2,268.5,57.95
2017-02-08 10:00:00,2017,Feb,2016-2017,1,,2,339.4,39.07
2017-02-08 11:00:00,2017,Feb,2016-2017,1,,2,300.4,50.08
2017-02-08 12:00:00,2017,Feb,2016-2017,1,,2,350.8,35.84
2017-02-08 13:00:00,2017,Feb,2016-2017,1,,2,331.2,29.03
2017-02-08 14:00:00,2017,Feb,2016-2017,1,,2,348.8,21.81
2017-02-08 15:00:00,2017,Feb,2016-2017,1,,2,359.7,16.25
2017-02-08 16:00:00,2017,Feb,2016-2017,1,,2,325.7,44.23
2017-02-08 17:00:00,2017,Feb,2016-2017,1,,2,273.3,31.66
2017-02-08 18:00:00,2017,Feb,2016-2017,1,,2,289.8,29.33
2017-02-08 19:00:00,2017,Feb,2016-2017,1,,2,301.6,17.54
2017-02-08 20:00:00,2017,Feb,2016-2017,1,,2,273.2,31.77
2017-02-08 21:00:00,2017,Feb,2016-2017,1,,2,287.7,30.91
2017-02-08 22:00:00,2017,Feb,2016-2017,1,,2,215.6,52.4
2017-02-08 23:00:00,2017,Feb,2016-2017,1,,2,315.2,71.82
2017-02-09 00:00:00,2017,Feb,2016-2017,1,,2,279.3,19.89
2017-02-09 01:00:00,2017,Feb,2016-2017,1,,2,266.5,24.81
2017-02-09 02:00:00,2017,Feb,2016-2017,1,,2,279.9,28.42
2017-02-09 03:00:00,2017,Feb,2016-2017,1,,2,282.7,44.1
2017-02-09 04:00:00,2017,Feb,2016-2017,1,,2,90.1,76.25
2017-02-09 05:00:00,2017,Feb,2016-2017,1,,2,295.4,36.24
2017-02-09 06:00:00,2017,Feb,2016-2017,1,,2,251.5,28.37
2017-02-09 07:00:00,2017,Feb,2016-2017,1,,2,212.7,14.66
2017-02-09 08:00:00,2017,Feb,2016-2017,1,,2,263.9,23.8
2017-02-09 09:00:00,2017,Feb,2016-2017,1,,2,236.6,24.15
2017-02-09 10:00:00,2017,Feb,2016-2017,1,,2,248.3,56.3
2017-02-09 11:00:00,2017,Feb,2016-2017,1,,2,301.3,25.7
2017-02-09 12:00:00,2017,Feb,2016-2017,1,,2,155.1,61.85
2017-02-09 13:00:00,2017,Feb,2016-2017,1,,2,297.3,50.98
2017-02-09 14:00:00,2017,Feb,2016-2017,1,,2,222.1,60.54
2017-02-09 15:00:00,2017,Feb,2016-2017,1,,2,300.2,35.86
2017-02-09 16:00:00,2017,Feb,2016-2017,1,,2,167.3,62.23
2017-02-09 17:00:00,2017,Feb,2016-2017,1,,2,310.9,44.06
2017-02-09 18:00:00,2017,Feb,2016-2017,1,,2,216.5,7.302
2017-02-09 19:00:00,2017,Feb,2016-2017,1,,2,266.5,31.43
2017-02-09 20:00:00,2017,Feb,2016-2017,1,,2,232.5,24.46
2017-02-09 21:00:00,2017,Feb,2016-2017,1,,2,233,30.86
2017-02-09 22:00:00,2017,Feb,2016-2017,1,,2,233.3,18.98
2017-02-09 23:00:00,2017,Feb,2016-2017,1,,2,229.4,28.79
2017-02-10 00:00:00,2017,Feb,2016-2017,1,,2,232.9,26.89
2017-02-10 01:00:00,2017,Feb,2016-2017,1,,2,258,44.96
2017-02-10 02:00:00,2017,Feb,2016-2017,1,,2,233.4,56.74
2017-02-10 03:00:00,2017,Feb,2016-2017,1,,2,187.2,48.1
2017-02-10 04:00:00,2017,Feb,2016-2017,1,,2,169.9,51.62
2017-02-10 05:00:00,2017,Feb,2016-2017,1,,2,161.3,41.87
2017-02-10 06:00:00,2017,Feb,2016-2017,1,,2,162.3,44.62
2017-02-10 07:00:00,2017,Feb,2016-2017,1,,2,160.9,43.27
2017-02-10 08:00:00,2017,Feb,2016-2017,1,,2,161.3,42.47
2017-02-10 09:00:00,2017,Feb,2016-2017,1,,2,168.3,46.75
2017-02-10 10:00:00,2017,Feb,2016-2017,1,,2,193.2,60.85
2017-02-10 11:00:00,2017,Feb,2016-2017,1,,2,179.8,72.09
2017-02-10 12:00:00,2017,Feb,2016-2017,1,,2,284.5,40.09
2017-02-10 13:00:00,2017,Feb,2016-2017,1,,2,310.3,30.91
2017-02-10 14:00:00,2017,Feb,2016-2017,1,,2,350,30.29
2017-02-10 15:00:00,2017,Feb,2016-2017,1,,2,300.2,58.03
2017-02-10 16:00:00,2017,Feb,2016-2017,1,,2,270.2,48.66
2017-02-10 17:00:00,2017,Feb,2016-2017,1,,2,301.5,57.84
2017-02-10 18:00:00,2017,Feb,2016-2017,1,,2,230.3,20.9
2017-02-10 19:00:00,2017,Feb,2016-2017,1,,2,287.9,54.81
2017-02-10 20:00:00,2017,Feb,2016-2017,1,,2,289.7,48.69
2017-02-10 21:00:00,2017,Feb,2016-2017,1,,2,229.5,40.24
2017-02-10 22:00:00,2017,Feb,2016-2017,1,,2,298.7,34.48
2017-02-10 23:00:00,2017,Feb,2016-2017,1,,2,225.9,54.22
2017-02-11 00:00:00,2017,Feb,2016-2017,1,,2,257.6,40.08
2017-02-11 01:00:00,2017,Feb,2016-2017,1,,2,261.8,53.13
2017-02-11 02:00:00,2017,Feb,2016-2017,1,,2,271.4,47.89
2017-02-11 03:00:00,2017,Feb,2016-2017,1,,2,264.4,51.01
2017-02-11 04:00:00,2017,Feb,2016-2017,1,,2,265.5,46.02
2017-02-11 05:00:00,2017,Feb,2016-2017,1,,2,271.4,40.1
2017-02-11 06:00:00,2017,Feb,2016-2017,1,,2,271.9,42.73
2017-02-11 07:00:00,2017,Feb,2016-2017,1,,2,266.4,51.48
2017-02-11 08:00:00,2017,Feb,2016-2017,1,,2,292.1,42.95
2017-02-11 09:00:00,2017,Feb,2016-2017,1,,2,278.7,46.73
2017-02-11 10:00:00,2017,Feb,2016-2017,1,,2,275.5,45.21
2017-02-11 11:00:00,2017,Feb,2016-2017,1,,2,272.1,38.1
2017-02-11 12:00:00,2017,Feb,2016-2017,1,,2,325.6,73.24
2017-02-11 13:00:00,2017,Feb,2016-2017,1,,2,161.6,44.29
2017-02-11 14:00:00,2017,Feb,2016-2017,1,,2,128.4,30.68
2017-02-11 15:00:00,2017,Feb,2016-2017,1,,2,102,45.28
2017-02-11 16:00:00,2017,Feb,2016-2017,1,,2,125.3,23.63
2017-02-11 17:00:00,2017,Feb,2016-2017,1,,2,159.3,28.6
2017-02-11 18:00:00,2017,Feb,2016-2017,1,,2,170.2,46.17
2017-02-11 19:00:00,2017,Feb,2016-2017,1,,2,158.1,39.84
2017-02-11 20:00:00,2017,Feb,2016-2017,1,,2,140,19.5
2017-02-11 21:00:00,2017,Feb,2016-2017,1,,2,144.3,25.54
2017-02-11 22:00:00,2017,Feb,2016-2017,1,,2,153.5,39.62
2017-02-11 23:00:00,2017,Feb,2016-2017,1,,2,148.4,33.76
2017-02-12 00:00:00,2017,Feb,2016-2017,1,,2,156.7,42.98
2017-02-12 01:00:00,2017,Feb,2016-2017,1,,2,149.9,33.46
2017-02-12 02:00:00,2017,Feb,2016-2017,1,,2,159.2,44.47
2017-02-12 03:00:00,2017,Feb,2016-2017,1,,2,158.9,41.85
2017-02-12 04:00:00,2017,Feb,2016-2017,1,,2,155,39.21
2017-02-12 05:00:00,2017,Feb,2016-2017,1,,2,150.8,35.22
2017-02-12 06:00:00,2017,Feb,2016-2017,1,,2,151.3,38.31
2017-02-12 07:00:00,2017,Feb,2016-2017,1,,2,157.1,40.54
2017-02-12 08:00:00,2017,Feb,2016-2017,1,,2,160,39.59
2017-02-12 09:00:00,2017,Feb,2016-2017,1,,2,164.1,41.68
2017-02-12 10:00:00,2017,Feb,2016-2017,1,,2,159.7,43.81
2017-02-12 11:00:00,2017,Feb,2016-2017,1,,2,155.1,39
2017-02-12 12:00:00,2017,Feb,2016-2017,1,,2,147.8,36.02
2017-02-12 13:00:00,2017,Feb,2016-2017,1,,2,139,24.53
2017-02-12 14:00:00,2017,Feb,2016-2017,1,,2,141.2,34.65
2017-02-12 15:00:00,2017,Feb,2016-2017,1,,2,139.5,27.99
2017-02-12 16:00:00,2017,Feb,2016-2017,1,,2,142.6,31.6
2017-02-12 17:00:00,2017,Feb,2016-2017,1,,2,293.6,42.18
2017-02-12 18:00:00,2017,Feb,2016-2017,1,,2,244,56.22
2017-02-12 19:00:00,2017,Feb,2016-2017,1,,2,289.1,57.84
2017-02-12 20:00:00,2017,Feb,2016-2017,1,,2,288.3,45.95
2017-02-12 21:00:00,2017,Feb,2016-2017,1,,2,291.1,40.44
2017-02-12 22:00:00,2017,Feb,2016-2017,1,,2,287.7,54.91
2017-02-12 23:00:00,2017,Feb,2016-2017,1,,2,289.4,32.84
2017-02-13 00:00:00,2017,Feb,2016-2017,1,,2,326,61.7
2017-02-13 01:00:00,2017,Feb,2016-2017,1,,2,208.7,65.02
2017-02-13 02:00:00,2017,Feb,2016-2017,1,,2,288.4,32.55
2017-02-13 03:00:00,2017,Feb,2016-2017,1,,2,287,57.17
2017-02-13 04:00:00,2017,Feb,2016-2017,1,,2,273.4,46.01
2017-02-13 05:00:00,2017,Feb,2016-2017,1,,2,267.3,31.75
2017-02-13 06:00:00,2017,Feb,2016-2017,1,,2,237.8,24.51
2017-02-13 07:00:00,2017,Feb,2016-2017,1,,2,261.3,40.51
2017-02-13 08:00:00,2017,Feb,2016-2017,1,,2,266.8,36.38
2017-02-13 09:00:00,2017,Feb,2016-2017,1,,2,316,14.7
2017-02-13 10:00:00,2017,Feb,2016-2017,1,,2,330.7,22.48
2017-02-13 11:00:00,2017,Feb,2016-2017,1,,2,98.2,48.06
2017-02-13 12:00:00,2017,Feb,2016-2017,1,,2,131.3,13.42
2017-02-13 13:00:00,2017,Feb,2016-2017,1,,2,129.2,6.725
2017-02-13 14:00:00,2017,Feb,2016-2017,1,,2,126.5,12.39
2017-02-13 15:00:00,2017,Feb,2016-2017,1,,2,92,38.02
2017-02-13 16:00:00,2017,Feb,2016-2017,1,,2,33.76,65.27
2017-02-13 17:00:00,2017,Feb,2016-2017,1,,2,247.4,32.27
2017-02-13 18:00:00,2017,Feb,2016-2017,1,,2,244.2,45.67
2017-02-13 19:00:00,2017,Feb,2016-2017,1,,2,285.9,43.37
2017-02-13 20:00:00,2017,Feb,2016-2017,1,,2,291.6,46.18
2017-02-13 21:00:00,2017,Feb,2016-2017,1,,2,304.3,44.94
2017-02-13 22:00:00,2017,Feb,2016-2017,1,,2,284.5,58.48
2017-02-13 23:00:00,2017,Feb,2016-2017,1,,2,272.5,52.94
2017-02-14 00:00:00,2017,Feb,2016-2017,1,,2,284.6,46.13
2017-02-14 01:00:00,2017,Feb,2016-2017,1,,2,267.9,51.72
2017-02-14 02:00:00,2017,Feb,2016-2017,1,,2,280.2,57.12
2017-02-14 03:00:00,2017,Feb,2016-2017,1,,2,202.6,64.48
2017-02-14 04:00:00,2017,Feb,2016-2017,1,,2,231.6,45.2
2017-02-14 05:00:00,2017,Feb,2016-2017,1,,2,259.1,43.03
2017-02-14 06:00:00,2017,Feb,2016-2017,1,,2,249.3,69.37
2017-02-14 07:00:00,2017,Feb,2016-2017,1,,2,280.2,54.99
2017-02-14 08:00:00,2017,Feb,2016-2017,1,,2,332.3,71.05
2017-02-14 09:00:00,2017,Feb,2016-2017,1,,2,55.52,63.81
2017-02-14 10:00:00,2017,Feb,2016-2017,1,,2,216.6,37.75
2017-02-14 11:00:00,2017,Feb,2016-2017,1,,2,288.9,65.18
2017-02-14 12:00:00,2017,Feb,2016-2017,1,,2,140.2,56.08
2017-02-14 13:00:00,2017,Feb,2016-2017,1,,2,155.1,48.1
2017-02-14 14:00:00,2017,Feb,2016-2017,1,,2,146.4,44.92
2017-02-14 15:00:00,2017,Feb,2016-2017,1,,2,134.6,27.15
2017-02-14 16:00:00,2017,Feb,2016-2017,1,,2,151.5,43.49
2017-02-14 17:00:00,2017,Feb,2016-2017,1,,2,125.8,17.81
2017-02-14 18:00:00,2017,Feb,2016-2017,1,,2,125.9,15.73
2017-02-14 19:00:00,2017,Feb,2016-2017,1,,2,162.2,33.5
2017-02-14 20:00:00,2017,Feb,2016-2017,1,,2,148.8,31.13
2017-02-14 21:00:00,2017,Feb,2016-2017,1,,2,144.4,26.75
2017-02-14 22:00:00,2017,Feb,2016-2017,1,,2,148.2,30.28
2017-02-14 23:00:00,2017,Feb,2016-2017,1,,2,151,46.73
2017-02-15 00:00:00,2017,Feb,2016-2017,1,,2,151.1,41.4
2017-02-15 01:00:00,2017,Feb,2016-2017,1,,2,152.5,35.1
2017-02-15 02:00:00,2017,Feb,2016-2017,1,,2,154.2,37.85
2017-02-15 03:00:00,2017,Feb,2016-2017,1,,2,157,38.53
2017-02-15 04:00:00,2017,Feb,2016-2017,1,,2,153.7,34.26
2017-02-15 05:00:00,2017,Feb,2016-2017,1,,2,154.2,42.02
2017-02-15 06:00:00,2017,Feb,2016-2017,1,,2,157.6,42.45
2017-02-15 07:00:00,2017,Feb,2016-2017,1,,2,164.6,53.21
2017-02-15 08:00:00,2017,Feb,2016-2017,1,,2,161.4,55.11
2017-02-15 09:00:00,2017,Feb,2016-2017,1,,2,154.7,42.33
2017-02-15 10:00:00,2017,Feb,2016-2017,1,,2,156.5,43.27
2017-02-15 11:00:00,2017,Feb,2016-2017,1,,2,151.4,33.72
2017-02-15 12:00:00,2017,Feb,2016-2017,1,,2,153.1,36
2017-02-15 13:00:00,2017,Feb,2016-2017,1,,2,137.9,15.06
2017-02-15 14:00:00,2017,Feb,2016-2017,1,,2,130.1,21.97
2017-02-15 15:00:00,2017,Feb,2016-2017,1,,2,110.6,48.64
2017-02-15 16:00:00,2017,Feb,2016-2017,1,,2,165.2,34.36
2017-02-15 17:00:00,2017,Feb,2016-2017,1,,2,146,30.67
2017-02-15 18:00:00,2017,Feb,2016-2017,1,,2,143.4,26.26
2017-02-15 19:00:00,2017,Feb,2016-2017,1,,2,156.9,27.55
2017-02-15 20:00:00,2017,Feb,2016-2017,1,,2,149.8,31.91
2017-02-15 21:00:00,2017,Feb,2016-2017,1,,2,158.1,37.95
2017-02-15 22:00:00,2017,Feb,2016-2017,1,,2,155.6,38.24
2017-02-15 23:00:00,2017,Feb,2016-2017,1,,2,155.7,38.36
2017-02-16 00:00:00,2017,Feb,2016-2017,1,,2,154.9,38.47
2017-02-16 01:00:00,2017,Feb,2016-2017,1,,2,152.8,35.01
2017-02-16 02:00:00,2017,Feb,2016-2017,1,,2,155.9,38.84
2017-02-16 03:00:00,2017,Feb,2016-2017,1,,2,151.4,36.3
2017-02-16 04:00:00,2017,Feb,2016-2017,1,,2,152.1,36.72
2017-02-16 05:00:00,2017,Feb,2016-2017,1,,2,157.4,48.89
2017-02-16 06:00:00,2017,Feb,2016-2017,1,,2,157.2,41.08
2017-02-16 07:00:00,2017,Feb,2016-2017,1,,2,156.1,40.8
2017-02-16 08:00:00,2017,Feb,2016-2017,1,,2,161.7,48.08
2017-02-16 09:00:00,2017,Feb,2016-2017,1,,2,156.1,44.28
2017-02-16 10:00:00,2017,Feb,2016-2017,1,,2,146,28.88
2017-02-16 11:00:00,2017,Feb,2016-2017,1,,2,143.8,35.88
2017-02-16 12:00:00,2017,Feb,2016-2017,1,,2,135.1,51.11
2017-02-16 13:00:00,2017,Feb,2016-2017,1,,2,91.4,36.31
2017-02-16 14:00:00,2017,Feb,2016-2017,1,,2,77.94,43.14
2017-02-16 15:00:00,2017,Feb,2016-2017,1,,2,42.07,60
2017-02-16 16:00:00,2017,Feb,2016-2017,1,,2,3.721,50.6
2017-02-16 17:00:00,2017,Feb,2016-2017,1,,2,0.996,28.57
2017-02-16 18:00:00,2017,Feb,2016-2017,1,,2,270.5,56.98
2017-02-16 19:00:00,2017,Feb,2016-2017,1,,2,238.4,25.95
2017-02-16 20:00:00,2017,Feb,2016-2017,1,,2,265.3,49.22
2017-02-16 21:00:00,2017,Feb,2016-2017,1,,2,306.2,37.64
2017-02-16 22:00:00,2017,Feb,2016-2017,1,,2,287.2,38.09
2017-02-16 23:00:00,2017,Feb,2016-2017,1,,2,282.7,52.07
2017-02-17 00:00:00,2017,Feb,2016-2017,1,,2,263.2,48.27
2017-02-17 01:00:00,2017,Feb,2016-2017,1,,2,263,61.68
2017-02-17 02:00:00,2017,Feb,2016-2017,1,,2,308.6,70.68
2017-02-17 03:00:00,2017,Feb,2016-2017,1,,2,233.3,56.1
2017-02-17 04:00:00,2017,Feb,2016-2017,1,,2,271.5,39.93
2017-02-17 05:00:00,2017,Feb,2016-2017,1,,2,202.7,66.39
2017-02-17 06:00:00,2017,Feb,2016-2017,1,,2,249.7,60
2017-02-17 07:00:00,2017,Feb,2016-2017,1,,2,269.3,43.3
2017-02-17 08:00:00,2017,Feb,2016-2017,1,,2,273.1,69.02
2017-02-17 09:00:00,2017,Feb,2016-2017,1,,2,322.5,37
2017-02-17 10:00:00,2017,Feb,2016-2017,1,,2,298.9,69.71
2017-02-17 11:00:00,2017,Feb,2016-2017,1,,2,24.2,43.57
2017-02-17 12:00:00,2017,Feb,2016-2017,1,,2,71.4,13.5
2017-02-17 13:00:00,2017,Feb,2016-2017,1,,2,97.2,11.27
2017-02-17 14:00:00,2017,Feb,2016-2017,1,,2,155.4,37.67
2017-02-17 15:00:00,2017,Feb,2016-2017,1,,2,133.9,10.77
2017-02-17 16:00:00,2017,Feb,2016-2017,1,,2,156.3,25.04
2017-02-17 17:00:00,2017,Feb,2016-2017,1,,2,187.4,48.24
2017-02-17 18:00:00,2017,Feb,2016-2017,1,,2,228.9,22.54
2017-02-17 19:00:00,2017,Feb,2016-2017,1,,2,235.3,26.51
2017-02-17 20:00:00,2017,Feb,2016-2017,1,,2,219.8,40.26
2017-02-17 21:00:00,2017,Feb,2016-2017,1,,2,275.4,25.02
2017-02-17 22:00:00,2017,Feb,2016-2017,1,,2,250.5,40.85
2017-02-17 23:00:00,2017,Feb,2016-2017,1,,2,253.3,49.4
2017-02-18 00:00:00,2017,Feb,2016-2017,1,,2,262.6,39.27
2017-02-18 01:00:00,2017,Feb,2016-2017,1,,2,291.8,29.37
2017-02-18 02:00:00,2017,Feb,2016-2017,1,,2,244.3,38.91
2017-02-18 03:00:00,2017,Feb,2016-2017,1,,2,251.8,23.42
2017-02-18 04:00:00,2017,Feb,2016-2017,1,,2,245.2,17.88
2017-02-18 05:00:00,2017,Feb,2016-2017,1,,2,250.2,47.6
2017-02-18 06:00:00,2017,Feb,2016-2017,1,,2,249.8,34.29
2017-02-18 07:00:00,2017,Feb,2016-2017,1,,2,288.8,32.36
2017-02-18 08:00:00,2017,Feb,2016-2017,1,,2,279.5,42.18
2017-02-18 09:00:00,2017,Feb,2016-2017,1,,2,304.1,27.36
2017-02-18 10:00:00,2017,Feb,2016-2017,1,,2,313.1,17.69
2017-02-18 11:00:00,2017,Feb,2016-2017,1,,2,51.58,64.11
2017-02-18 12:00:00,2017,Feb,2016-2017,1,,2,120.9,11.68
2017-02-18 13:00:00,2017,Feb,2016-2017,1,,2,127,7.865
2017-02-18 14:00:00,2017,Feb,2016-2017,1,,2,131.5,6.568
2017-02-18 15:00:00,2017,Feb,2016-2017,1,,2,127.4,9.86
2017-02-18 16:00:00,2017,Feb,2016-2017,1,,2,129.6,12.09
2017-02-18 17:00:00,2017,Feb,2016-2017,1,,2,112,17.37
2017-02-18 18:00:00,2017,Feb,2016-2017,1,,2,119,42.38
2017-02-18 19:00:00,2017,Feb,2016-2017,1,,2,224.7,8.84
2017-02-18 20:00:00,2017,Feb,2016-2017,1,,2,234.1,14.92
2017-02-18 21:00:00,2017,Feb,2016-2017,1,,2,250.9,29.24
2017-02-18 22:00:00,2017,Feb,2016-2017,1,,2,222.1,41.86
2017-02-18 23:00:00,2017,Feb,2016-2017,1,,2,240.6,17.93
2017-02-19 00:00:00,2017,Feb,2016-2017,1,,2,230.6,55.36
2017-02-19 01:00:00,2017,Feb,2016-2017,1,,2,162.8,47.12
2017-02-19 02:00:00,2017,Feb,2016-2017,1,,2,32.61,22.04
2017-02-19 03:00:00,2017,Feb,2016-2017,1,,2,344.2,45.77
2017-02-19 04:00:00,2017,Feb,2016-2017,1,,2,302.7,68.01
2017-02-19 05:00:00,2017,Feb,2016-2017,1,,2,253.9,39.17
2017-02-19 06:00:00,2017,Feb,2016-2017,1,,2,218.7,14.01
2017-02-19 07:00:00,2017,Feb,2016-2017,1,,2,275.9,53.96
2017-02-19 08:00:00,2017,Feb,2016-2017,1,,2,15.67,17.05
2017-02-19 09:00:00,2017,Feb,2016-2017,1,,2,39.2,33.11
2017-02-19 10:00:00,2017,Feb,2016-2017,1,,2,273.5,41.76
2017-02-19 11:00:00,2017,Feb,2016-2017,1,,2,284.1,29.1
2017-02-19 12:00:00,2017,Feb,2016-2017,1,,2,301,35.45
2017-02-19 13:00:00,2017,Feb,2016-2017,1,,2,48.61,55.65
2017-02-19 14:00:00,2017,Feb,2016-2017,1,,2,21.84,45.03
2017-02-19 15:00:00,2017,Feb,2016-2017,1,,2,13.83,26.78
2017-02-19 16:00:00,2017,Feb,2016-2017,1,,2,300.2,52.49
2017-02-19 17:00:00,2017,Feb,2016-2017,1,,2,62.88,36.19
2017-02-19 18:00:00,2017,Feb,2016-2017,1,,2,22.52,20.65
2017-02-19 19:00:00,2017,Feb,2016-2017,1,,2,85.3,62.89
2017-02-19 20:00:00,2017,Feb,2016-2017,1,,2,291.4,17.36
2017-02-19 21:00:00,2017,Feb,2016-2017,1,,2,286.2,22.46
2017-02-19 22:00:00,2017,Feb,2016-2017,1,,2,270.4,24.91
2017-02-19 23:00:00,2017,Feb,2016-2017,1,,2,271.9,38.99
2017-02-20 00:00:00,2017,Feb,2016-2017,1,,2,219.7,34.5
2017-02-20 01:00:00,2017,Feb,2016-2017,1,,2,248.7,30.6
2017-02-20 02:00:00,2017,Feb,2016-2017,1,,2,255.7,35.98
2017-02-20 03:00:00,2017,Feb,2016-2017,1,,2,282.2,22.17
2017-02-20 04:00:00,2017,Feb,2016-2017,1,,2,278.3,33.98
2017-02-20 05:00:00,2017,Feb,2016-2017,1,,2,237,55.99
2017-02-20 06:00:00,2017,Feb,2016-2017,1,,2,300.3,28.26
2017-02-20 07:00:00,2017,Feb,2016-2017,1,,2,252,42.62
2017-02-20 08:00:00,2017,Feb,2016-2017,1,,2,262.4,47.49
2017-02-20 09:00:00,2017,Feb,2016-2017,1,,2,321.8,27.02
2017-02-20 10:00:00,2017,Feb,2016-2017,1,,2,89.1,71.78
2017-02-20 11:00:00,2017,Feb,2016-2017,1,,2,122.5,25.4
2017-02-20 12:00:00,2017,Feb,2016-2017,1,,2,48.87,20.32
2017-02-20 13:00:00,2017,Feb,2016-2017,1,,2,40.58,62.24
2017-02-20 14:00:00,2017,Feb,2016-2017,1,,2,125,17.03
2017-02-20 15:00:00,2017,Feb,2016-2017,1,,2,167,34.49
2017-02-20 16:00:00,2017,Feb,2016-2017,1,,2,131.7,32.56
2017-02-20 17:00:00,2017,Feb,2016-2017,1,,2,202.7,34.52
2017-02-20 18:00:00,2017,Feb,2016-2017,1,,2,227,5.902
2017-02-20 19:00:00,2017,Feb,2016-2017,1,,2,246.8,36.91
2017-02-20 20:00:00,2017,Feb,2016-2017,1,,2,274,39.49
2017-02-20 21:00:00,2017,Feb,2016-2017,1,,2,287.2,51.24
2017-02-20 22:00:00,2017,Feb,2016-2017,1,,2,240.5,21.77
2017-02-20 23:00:00,2017,Feb,2016-2017,1,,2,252.7,41.38
2017-02-21 00:00:00,2017,Feb,2016-2017,1,,2,268.8,32.9
2017-02-21 01:00:00,2017,Feb,2016-2017,1,,2,265.9,21.67
2017-02-21 02:00:00,2017,Feb,2016-2017,1,,2,269.3,33.03
2017-02-21 03:00:00,2017,Feb,2016-2017,1,,2,233.5,32.19
2017-02-21 04:00:00,2017,Feb,2016-2017,1,,2,283.5,26.42
2017-02-21 05:00:00,2017,Feb,2016-2017,1,,2,279.2,24.58
2017-02-21 06:00:00,2017,Feb,2016-2017,1,,2,227.9,22.23
2017-02-21 07:00:00,2017,Feb,2016-2017,1,,2,239.8,46.42
2017-02-21 08:00:00,2017,Feb,2016-2017,1,,2,261.5,37.49
2017-02-21 09:00:00,2017,Feb,2016-2017,1,,2,256.4,61.55
2017-02-21 10:00:00,2017,Feb,2016-2017,1,,2,317.5,13.77
2017-02-21 11:00:00,2017,Feb,2016-2017,1,,2,32.03,59.47
2017-02-21 12:00:00,2017,Feb,2016-2017,1,,2,67.5,32.21
2017-02-21 13:00:00,2017,Feb,2016-2017,1,,2,67.68,43.53
2017-02-21 14:00:00,2017,Feb,2016-2017,1,,2,310.3,29.4
2017-02-21 15:00:00,2017,Feb,2016-2017,1,,2,333.5,20.69
2017-02-21 16:00:00,2017,Feb,2016-2017,1,,2,338.9,14.78
2017-02-21 17:00:00,2017,Feb,2016-2017,1,,2,313.6,30.35
2017-02-21 18:00:00,2017,Feb,2016-2017,1,,2,290.2,26.92
2017-02-21 19:00:00,2017,Feb,2016-2017,1,,2,262.2,33.24
2017-02-21 20:00:00,2017,Feb,2016-2017,1,,2,243.4,43.22
2017-02-21 21:00:00,2017,Feb,2016-2017,1,,2,267.9,52.46
2017-02-21 22:00:00,2017,Feb,2016-2017,1,,2,224.5,45.31
2017-02-21 23:00:00,2017,Feb,2016-2017,1,,2,258.2,41.06
2017-02-22 00:00:00,2017,Feb,2016-2017,1,,2,292.7,35.57
2017-02-22 01:00:00,2017,Feb,2016-2017,1,,2,220.7,28.7
2017-02-22 02:00:00,2017,Feb,2016-2017,1,,2,237.9,53.85
2017-02-22 03:00:00,2017,Feb,2016-2017,1,,2,252,46.27
2017-02-22 04:00:00,2017,Feb,2016-2017,1,,2,253.8,34.79
2017-02-22 05:00:00,2017,Feb,2016-2017,1,,2,267.3,29.39
2017-02-22 06:00:00,2017,Feb,2016-2017,1,,2,241.6,20.64
2017-02-22 07:00:00,2017,Feb,2016-2017,1,,2,243.5,20
2017-02-22 08:00:00,2017,Feb,2016-2017,1,,2,229.8,46.65
2017-02-22 09:00:00,2017,Feb,2016-2017,1,,2,264.5,47.27
2017-02-22 10:00:00,2017,Feb,2016-2017,1,,2,322,32.39
2017-02-22 11:00:00,2017,Feb,2016-2017,1,,2,24.27,49.36
2017-02-22 12:00:00,2017,Feb,2016-2017,1,,2,107.1,38.15
2017-02-22 13:00:00,2017,Feb,2016-2017,1,,2,25.81,39.5
2017-02-22 14:00:00,2017,Feb,2016-2017,1,,2,125,24.61
2017-02-22 15:00:00,2017,Feb,2016-2017,1,,2,328.6,53.4
2017-02-22 16:00:00,2017,Feb,2016-2017,1,,2,357.6,17.73
2017-02-22 17:00:00,2017,Feb,2016-2017,1,,2,343.5,30.91
2017-02-22 18:00:00,2017,Feb,2016-2017,1,,2,279.9,30.7
2017-02-22 19:00:00,2017,Feb,2016-2017,1,,2,242.5,30.03
2017-02-22 20:00:00,2017,Feb,2016-2017,1,,2,278.9,46.42
2017-02-22 21:00:00,2017,Feb,2016-2017,1,,2,266.8,44.01
2017-02-22 22:00:00,2017,Feb,2016-2017,1,,2,273.3,49.91
2017-02-22 23:00:00,2017,Feb,2016-2017,1,,2,225.2,50.99
2017-02-23 00:00:00,2017,Feb,2016-2017,1,,2,224.3,43.76
