ACTION,event_pk,Replicate Number,Date,Work Area,Organization,Survey,Sampling Bout,Site ID,Project Specific ID,Hakai ID,Source,Lat,Long,Gather Lat,Gather Long,Mesh Size (um),Net Dim. (cm),Net Length (cm),Line Out Depth,Pressure Transducer Depth (m),Sample Style,Volume (ml),Lugols,Collected,Preserved,Analyzed,Lab Technician,Analyzing Lab,Comments,Quality Log,Sample Status,Quality Level
,358977,1,2017-11-20,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY896,M,50.0307,-125.0992,50.03070345,-125.0994667,,,,0,,Grab Sample,200,TRUE,2017-11-20 09:52:57,2017-11-20 11:00:30,,brianna.knowles,,,"1: Metadata checked  by RW.2: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,358977,1,2017-11-20,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY897,M,50.0307,-125.0992,50.03070345,-125.0994667,,,,5,3.8403809,Grab Sample,200,TRUE,2017-11-20 09:52:57,2017-11-20 11:00:30,,brianna.knowles,,,"1: Metadata checked  by RW.2: Sent to Microthalassia at VIU",Submitted,Technicianm
,358977,1,2017-11-20,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY898,M,50.0307,-125.0992,50.03070345,-125.0994667,,,,10,,Grab Sample,200,TRUE,2017-11-20 09:52:57,2017-11-20 11:00:30,,brianna.knowles,,,1: Metadata checked  by RW.,Collected,Technicianm
,358977,1,2017-11-20,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY899,M,50.0307,-125.0992,50.03070345,-125.0994667,,,,20,,Grab Sample,200,TRUE,2017-11-20 09:52:57,2017-11-20 11:00:30,,brianna.knowles,,,1: Metadata checked  by RW.,Collected,Technicianm
,358977,1,2017-11-20,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY910,M,50.0307,-125.0992,50.03070345,-125.0994667,,,,30,28.8085583,Grab Sample,200,TRUE,2017-11-20 09:52:57,2017-11-20 11:00:30,,brianna.knowles,,,1: Metadata checked  by RW.,Collected,Technicianm
,359062,1,2017-11-27,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY911,M,50.0307,-125.0992,50.03041025,-125.0989235,,,,0,,Grab Sample,200,TRUE,2017-11-27 10:00:40,2017-11-27 11:08:47,,"kate.lansley,rachel.walker,brenna.collicutt",,,"1: Metadata checked  by RW.2: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,359062,1,2017-11-27,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY912,M,50.0307,-125.0992,50.03041025,-125.0989235,,,,5,4.1215626,Grab Sample,200,TRUE,2017-11-27 10:00:40,2017-11-27 11:08:47,,"kate.lansley,rachel.walker,brenna.collicutt",,,"1: Metadata checked  by RW.2: Sent to Microthalassia at VIU",Submitted,Technicianm
,359062,1,2017-11-27,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY913,M,50.0307,-125.0992,50.03041025,-125.0989235,,,,10,9.0341353,Grab Sample,200,TRUE,2017-11-27 10:00:40,2017-11-27 11:08:47,,"kate.lansley,rachel.walker,brenna.collicutt",,,1: Metadata checked  by RW.,Collected,Technicianm
,359062,1,2017-11-27,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY914,M,50.0307,-125.0992,50.03041025,-125.0989235,,,,20,18.4053934,Grab Sample,200,TRUE,2017-11-27 10:00:40,2017-11-27 11:08:47,,"kate.lansley,rachel.walker,brenna.collicutt",,,1: Metadata checked  by RW.,Collected,Technicianm
,359062,1,2017-11-27,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY915,M,50.0307,-125.0992,50.03041025,-125.0989235,,,,30,28.7017618,Grab Sample,200,TRUE,2017-11-27 10:00:40,2017-11-27 11:08:47,,"kate.lansley,rachel.walker,brenna.collicutt",,,1: Metadata checked  by RW.,Collected,Technicianm
,360882,1,2017-12-06,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY916,M,50.0307,-125.0992,,,,,,0,,Grab Sample,200,TRUE,2017-12-06 10:26:20,2017-12-06 12:06:35,,"rebecca.piercey,krystal b,Kate l",,,"1: Changed Lugols from false to true. Metadata checked by RW.2: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,360882,1,2017-12-06,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY917,M,50.0307,-125.0992,,,,,,5,,Grab Sample,200,TRUE,2017-12-06 10:26:20,2017-12-06 12:06:35,,"rebecca.piercey,krystal b,Kate l",,,"1: Changed Lugols from false to true. Metadata checked by RW.2: Sent to Microthalassia at VIU",Submitted,Technicianm
,360882,1,2017-12-06,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY918,M,50.0307,-125.0992,,,,,,10,,Grab Sample,200,TRUE,2017-12-06 10:26:20,2017-12-06 12:06:35,,"rebecca.piercey,krystal b,Kate l",,,1: Changed Lugols from false to true. Metadata checked by RW.,Collected,Technicianm
,360882,1,2017-12-06,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY919,M,50.0307,-125.0992,,,,,,20,,Grab Sample,200,TRUE,2017-12-06 10:26:20,2017-12-06 12:06:35,,"rebecca.piercey,krystal b,Kate l",,,1: Changed Lugols from false to true. Metadata checked by RW.,Collected,Technicianm
,360882,1,2017-12-06,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY920,M,50.0307,-125.0992,,,,,,30,,Grab Sample,200,TRUE,2017-12-06 10:26:20,2017-12-06 12:06:35,,"rebecca.piercey,krystal b,Kate l",,,1: Changed Lugols from false to true. Metadata checked by RW.,Collected,Technicianm
,362895,1,2017-12-11,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY921,M,50.0307,-125.0992,50.03146822,-125.0995842,,,,0,,Grab Sample,200,TRUE,2017-12-11 11:54:56,2017-12-11 13:48:22,,"rebecca.piercey,brianna.knowles,chris.mackenzie",,,"1: Metadata checked  by RW.2: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,362895,1,2017-12-11,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY922,M,50.0307,-125.0992,50.03146822,-125.0995842,,,,5,,Grab Sample,200,TRUE,2017-12-11 11:54:56,2017-12-11 13:48:22,,"rebecca.piercey,brianna.knowles,chris.mackenzie",,,"1: Metadata checked  by RW.2: Sent to Microthalassia at VIU",Submitted,Technicianm
,362895,1,2017-12-11,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY923,M,50.0307,-125.0992,50.03146822,-125.0995842,,,,10,8.0556808,Grab Sample,200,TRUE,2017-12-11 11:54:56,2017-12-11 13:48:22,,"rebecca.piercey,brianna.knowles,chris.mackenzie",,,1: Metadata checked  by RW.,Collected,Technicianm
,362895,1,2017-12-11,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY924,M,50.0307,-125.0992,50.03146822,-125.0995842,,,,20,18.2429441,Grab Sample,200,TRUE,2017-12-11 11:54:56,2017-12-11 13:48:22,,"rebecca.piercey,brianna.knowles,chris.mackenzie",,,1: Metadata checked  by RW.,Collected,Technicianm
,362895,1,2017-12-11,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY925,M,50.0307,-125.0992,50.03146822,-125.0995842,,,,30,28.7253134,Grab Sample,200,TRUE,2017-12-11 11:54:56,2017-12-11 13:48:22,,"rebecca.piercey,brianna.knowles,chris.mackenzie",,,1: Metadata checked  by RW.,Collected,Technicianm
,363209,1,2018-01-03,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY891,M,50.0307,-125.0992,50.03079992,-125.0996859,,,,0,,Grab Sample,250,TRUE,2018-01-03 11:07:22,2018-01-03 12:59:20,,"brianna.knowles,isabelle.desmarais",,,"1: Phytoplankton volume changed going forward from 200mls to 250mls. (2.5mls lugols) Metadata checked by RW.2: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,363209,1,2018-01-03,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY926,M,50.0307,-125.0992,50.03079992,-125.0996859,,,,5,,Grab Sample,250,TRUE,2018-01-03 11:07:22,2018-01-03 12:59:20,,"brianna.knowles,isabelle.desmarais",,,"1: Phytoplankton volume changed going forward from 200mls to 250mls. (2.5mls lugols) Metadata checked by RW.2: Sent to Microthalassia at VIU",Submitted,Technicianm
,363209,1,2018-01-03,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY893,M,50.0307,-125.0992,50.03079992,-125.0996859,,,,10,,Grab Sample,250,TRUE,2018-01-03 11:07:22,2018-01-03 12:59:20,,"brianna.knowles,isabelle.desmarais",,,1: Phytoplankton volume changed going forward from 200mls to 250mls. (2.5mls lugols) Metadata checked by RW.,Collected,Technicianm
,363209,1,2018-01-03,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY894,M,50.0307,-125.0992,50.03079992,-125.0996859,,,,20,,Grab Sample,250,TRUE,2018-01-03 11:07:22,2018-01-03 12:59:20,,"brianna.knowles,isabelle.desmarais",,,1: Phytoplankton volume changed going forward from 200mls to 250mls. (2.5mls lugols) Metadata checked by RW.,Collected,Technicianm
,363209,1,2018-01-03,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY895,M,50.0307,-125.0992,50.03079992,-125.0996859,,,,30,29.2167854,Grab Sample,250,TRUE,2018-01-03 11:07:22,2018-01-03 12:59:20,,"brianna.knowles,isabelle.desmarais",,,1: Phytoplankton volume changed going forward from 200mls to 250mls. (2.5mls lugols) Metadata checked by RW.,Collected,Technicianm
,364787,1,2018-01-09,QUADRA,HAKAI,QOMA4,4,QU39,,QPHY927,M,50.0307,-125.0992,50.0297672,-125.0993107,,,,0,,Grab Sample,250,TRUE,2018-01-09 12:14:22,2018-01-09 12:35:56,,brianna.knowles,,,"1: extra drop as we ran out of water. pp not collected. no pipette.2: Metadata checked  by RW.3: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,364787,1,2018-01-09,QUADRA,HAKAI,QOMA4,4,QU39,,QPHY928,M,50.0307,-125.0992,50.0297672,-125.0993107,,,,5,,Grab Sample,250,TRUE,2018-01-09 12:14:22,2018-01-09 12:35:56,,brianna.knowles,,,"1: extra drop as we ran out of water. pp not collected. no pipette.2: Metadata checked  by RW.3: Sent to Microthalassia at VIU",Submitted,Technicianm
,364787,1,2018-01-09,QUADRA,HAKAI,QOMA4,4,QU39,,QPHY929,M,50.0307,-125.0992,50.0297672,-125.0993107,,,,10,,Grab Sample,250,TRUE,2018-01-09 12:14:22,2018-01-09 12:35:56,,brianna.knowles,,,"1: extra drop as we ran out of water. pp not collected. no pipette.2: Metadata checked  by RW.",Collected,Technicianm
,364787,1,2018-01-09,QUADRA,HAKAI,QOMA4,4,QU39,,QPHY930,M,50.0307,-125.0992,50.0297672,-125.0993107,,,,20,,Grab Sample,250,TRUE,2018-01-09 12:14:22,2018-01-09 12:35:56,,brianna.knowles,,,"1: extra drop as we ran out of water. pp not collected. no pipette.2: Metadata checked  by RW.",Collected,Technicianm
,364787,1,2018-01-09,QUADRA,HAKAI,QOMA4,4,QU39,,QPHY931,M,50.0307,-125.0992,50.0297672,-125.0993107,,,,30,,Grab Sample,250,TRUE,2018-01-09 12:14:22,2018-01-09 12:35:56,,brianna.knowles,,,"1: extra drop as we ran out of water. pp not collected. no pipette.2: Metadata checked  by RW.",Collected,Technicianm
,365745,1,2018-01-22,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY932,M,50.0307,-125.0992,50.03019548,-125.1003375,,,,0,,Grab Sample,250,TRUE,2018-01-22 10:29:51,2018-01-22 13:01:47,,rachel.walker,,,"1: Metadata checked  by RW.2: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,365745,1,2018-01-22,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY933,M,50.0307,-125.0992,50.03019548,-125.1003375,,,,5,4.3721121,Grab Sample,250,TRUE,2018-01-22 10:29:51,2018-01-22 13:01:47,,rachel.walker,,,"1: Metadata checked  by RW.2: Sent to Microthalassia at VIU",Submitted,Technicianm
,365745,1,2018-01-22,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY947,M,50.0307,-125.0992,50.03019548,-125.1003375,,,,10,9.2439443,Grab Sample,250,TRUE,2018-01-22 10:29:51,2018-01-22 13:01:47,,rachel.walker,,,1: Metadata checked  by RW.,Collected,Technicianm
,365745,1,2018-01-22,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY948,M,50.0307,-125.0992,50.03019548,-125.1003375,,,,20,18.9089779,Grab Sample,250,TRUE,2018-01-22 10:29:51,2018-01-22 13:01:47,,rachel.walker,,,1: Metadata checked  by RW.,Collected,Technicianm
,365745,1,2018-01-22,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY949,M,50.0307,-125.0992,50.03019548,-125.1003375,,,,30,28.4861213,Grab Sample,250,TRUE,2018-01-22 10:29:51,2018-01-22 13:01:47,,rachel.walker,,,1: Metadata checked  by RW.,Collected,Technicianm
,367267,1,2018-01-31,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY951,M,50.0307,-125.0992,50.03010921,-125.0976891,,,,0,,Grab Sample,250,TRUE,2018-01-31 10:00:19,2018-01-31 10:21:57,,"brianna.knowles,isabelle.desmarais",,,"1: Metadata checked  by RW.2: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,367267,1,2018-01-31,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY952,M,50.0307,-125.0992,50.03010921,-125.0976891,,,,5,4.2411496,Grab Sample,250,TRUE,2018-01-31 10:00:19,2018-01-31 10:21:57,,"brianna.knowles,isabelle.desmarais",,,"1: Metadata checked  by RW.2: Sent to Microthalassia at VIU",Submitted,Technicianm
,367267,1,2018-01-31,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY953,M,50.0307,-125.0992,50.03010921,-125.0976891,,,,10,,Grab Sample,250,TRUE,2018-01-31 10:00:19,2018-01-31 10:21:57,,"brianna.knowles,isabelle.desmarais",,,1: Metadata checked  by RW.,Collected,Technicianm
,367267,1,2018-01-31,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY954,M,50.0307,-125.0992,50.03010921,-125.0976891,,,,20,,Grab Sample,250,TRUE,2018-01-31 10:00:19,2018-01-31 10:21:57,,"brianna.knowles,isabelle.desmarais",,,1: Metadata checked  by RW.,Collected,Technicianm
,367267,1,2018-01-31,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY955,M,50.0307,-125.0992,50.03010921,-125.0976891,,,,30,28.2411435,Grab Sample,250,TRUE,2018-01-31 10:00:19,2018-01-31 10:21:57,,"brianna.knowles,isabelle.desmarais",,,1: Metadata checked  by RW.,Collected,Technicianm
,367361,1,2018-02-06,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY956,M,50.0307,-125.0992,50.02984423,-125.098426,,,,0,,Grab Sample,250,TRUE,2018-02-06 10:21:49,2018-02-06 11:00:31,,"rachel.walker,isabelle.desmarais",,,"1: Metadata checked  by RW.2: Sample got 3mls lugols3: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,367361,1,2018-02-06,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY957,M,50.0307,-125.0992,50.02984423,-125.098426,,,,5,5.2940733,Grab Sample,250,TRUE,2018-02-06 10:21:49,2018-02-06 11:00:31,,"rachel.walker,isabelle.desmarais",,,"1: Metadata checked  by RW.2: Sent to Microthalassia at VIU",Submitted,Technicianm
,367361,1,2018-02-06,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY958,M,50.0307,-125.0992,50.02984423,-125.098426,,,,10,8.9732879,Grab Sample,250,TRUE,2018-02-06 10:21:49,2018-02-06 11:00:31,,"rachel.walker,isabelle.desmarais",,,1: Metadata checked  by RW.,Collected,Technicianm
,367361,1,2018-02-06,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY959,M,50.0307,-125.0992,50.02984423,-125.098426,,,,20,18.5718928,Grab Sample,250,TRUE,2018-02-06 10:21:49,2018-02-06 11:00:31,,"rachel.walker,isabelle.desmarais",,,1: Metadata checked  by RW.,Collected,Technicianm
,367361,1,2018-02-06,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY960,M,50.0307,-125.0992,50.02984423,-125.098426,,,,30,28.7592465,Grab Sample,250,TRUE,2018-02-06 10:21:49,2018-02-06 11:00:31,,"rachel.walker,isabelle.desmarais",,,1: Metadata checked  by RW.,Collected,Technicianm
,368586,1,2018-02-13,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY961,M,50.0307,-125.0992,50.02969509,-125.0981914,,,,0,,Grab Sample,250,TRUE,2018-02-13 11:18:31,2018-02-13 13:17:33,,brianna.knowles,,,"1: Metadata checked by RW.2: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,368586,1,2018-02-13,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY962,M,50.0307,-125.0992,50.02969509,-125.0981914,,,,5,4.432901,Grab Sample,250,TRUE,2018-02-13 11:18:31,2018-02-13 13:17:33,,brianna.knowles,,,"1: Metadata checked by RW.2: Sent to Microthalassia at VIU",Submitted,Technicianm
,368586,1,2018-02-13,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY963,M,50.0307,-125.0992,50.02969509,-125.0981914,,,,10,,Grab Sample,250,TRUE,2018-02-13 11:18:31,2018-02-13 13:17:33,,brianna.knowles,,,1: Metadata checked by RW.,Collected,Technicianm
,368586,1,2018-02-13,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY964,M,50.0307,-125.0992,50.02969509,-125.0981914,,,,20,,Grab Sample,250,TRUE,2018-02-13 11:18:31,2018-02-13 13:17:33,,brianna.knowles,,,1: Metadata checked by RW.,Collected,Technicianm
,368586,1,2018-02-13,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY965,M,50.0307,-125.0992,50.02969509,-125.0981914,,,,30,29.1061792,Grab Sample,250,TRUE,2018-02-13 11:18:31,2018-02-13 13:17:33,,brianna.knowles,,,1: Metadata checked by RW.,Collected,Technicianm
,368685,1,2018-02-19,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY967,M,50.0307,-125.0992,50.03062541,-125.0990945,,,,0,,Grab Sample,250,TRUE,2018-02-19 11:09:43,2018-02-19 13:46:09,,,,,"1: Metadata checked by RW.2: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,368685,1,2018-02-19,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY968,M,50.0307,-125.0992,50.03062541,-125.0990945,,,,5,6.2928105,Grab Sample,250,TRUE,2018-02-19 11:09:43,2018-02-19 13:46:09,,,,,"1: Metadata checked by RW.2: Sent to Microthalassia at VIU",Submitted,Technicianm
,368685,1,2018-02-19,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY969,M,50.0307,-125.0992,50.03062541,-125.0990945,,,,10,11.5802759,Grab Sample,250,TRUE,2018-02-19 11:09:43,2018-02-19 13:46:09,,,,,1: Metadata checked by RW.,Collected,Technicianm
,368685,1,2018-02-19,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY970,M,50.0307,-125.0992,50.03062541,-125.0990945,,,,20,20.9245621,Grab Sample,250,TRUE,2018-02-19 11:09:43,2018-02-19 13:46:09,,,,,1: Metadata checked by RW.,Collected,Technicianm
,368685,1,2018-02-19,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY980,M,50.0307,-125.0992,50.03062541,-125.0990945,,,,30,31.4157289,Grab Sample,250,TRUE,2018-02-19 11:09:43,2018-02-19 13:46:09,,,,,1: Metadata checked by RW.,Collected,Technicianm
,371431,1,2018-02-27,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY981,M,50.0307,-125.0992,,,,,,0,,Grab Sample,250,TRUE,2018-02-27 10:15:14,2018-02-27 13:12:40,,rebecca.piercey,,,"1: Metadata checked by RW.2: Sent for analysis to Lou Hobson 2018-10-113: Unable to gather location in field",Results,Technicianm
,371431,1,2018-02-27,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY982,M,50.0307,-125.0992,,,,,,5,4.1762751,Grab Sample,250,TRUE,2018-02-27 10:15:14,2018-02-27 13:12:40,,rebecca.piercey,,,"1: Metadata checked by RW.2: Sent to Microthalassia at VIU3: Unable to gather location in field",Submitted,Technicianm
,371431,1,2018-02-27,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY983,M,50.0307,-125.0992,,,,,,10,,Grab Sample,250,TRUE,2018-02-27 10:15:14,2018-02-27 13:12:40,,rebecca.piercey,,,"1: Metadata checked by RW.2: Unable to gather location in field",Collected,Technicianm
,371431,1,2018-02-27,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY984,M,50.0307,-125.0992,,,,,,20,,Grab Sample,250,TRUE,2018-02-27 10:15:14,2018-02-27 13:12:40,,rebecca.piercey,,,"1: Line out changed to 20m. Metadata checked by RW.2: Unable to gather location in field",Collected,Technicianm
,371431,1,2018-02-27,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY985,M,50.0307,-125.0992,,,,,,30,29.1783623,Grab Sample,250,TRUE,2018-02-27 10:15:14,2018-02-27 13:12:40,,rebecca.piercey,,,"1: Metadata checked by RW.2: Unable to gather location in field",Collected,Technicianm
,372395,1,2018-03-06,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY986,M,50.0307,-125.0992,,,,,,0,,Grab Sample,250,TRUE,2018-03-06 10:15:10,2018-03-06 10:43:32,,"rachel.walker,isabelle.desmarais,Bryn",,,"1: Metadata checked by RW.2: No location3: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,372395,1,2018-03-06,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY987,M,50.0307,-125.0992,,,,,,5,3.911625,Grab Sample,250,TRUE,2018-03-06 10:15:10,2018-03-06 10:43:32,,"rachel.walker,isabelle.desmarais,Bryn",,,"1: Metadata checked by RW.2: No location3: Sent to Microthalassia at VIU",Submitted,Technicianm
,372395,1,2018-03-06,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY988,M,50.0307,-125.0992,,,,,,10,8.9820101,Grab Sample,250,TRUE,2018-03-06 10:15:10,2018-03-06 10:43:32,,"rachel.walker,isabelle.desmarais,Bryn",,,"1: Metadata checked by RW.2: No location",Collected,Technicianm
,372395,1,2018-03-06,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY989,M,50.0307,-125.0992,,,,,,20,18.9547997,Grab Sample,250,TRUE,2018-03-06 10:15:10,2018-03-06 10:43:32,,"rachel.walker,isabelle.desmarais,Bryn",,,"1: Metadata checked by RW.2: No location",Collected,Technicianm
,372395,1,2018-03-06,QUADRA,HAKAI,QOMA4,3,QU39,,QPHY990,M,50.0307,-125.0992,,,,,,30,29.081931,Grab Sample,250,TRUE,2018-03-06 10:15:10,2018-03-06 10:43:32,,"rachel.walker,isabelle.desmarais,Bryn",,,"1: Metadata checked by RW.2: No location",Collected,Technicianm
,373340,1,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY991,M,50.0307,-125.0992,50.03023806,-125.0985756,,,,0,,Grab Sample,250,TRUE,2018-03-13 10:34:54,2018-03-13 13:04:31,,"rebecca.piercey,rachel.walker",,,"1: Metadata checked by RW.2: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,373340,1,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY992,M,50.0307,-125.0992,50.03023806,-125.0985756,,,,5,,Grab Sample,250,TRUE,2018-03-13 10:34:54,2018-03-13 13:04:31,,"rebecca.piercey,rachel.walker",,,"1: Metadata checked by RW.2: Sent to Microthalassia at VIU",Submitted,Technicianm
,373340,1,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY993,M,50.0307,-125.0992,50.03023806,-125.0985756,,,,10,,Grab Sample,250,TRUE,2018-03-13 10:34:54,2018-03-13 13:04:31,,"rebecca.piercey,rachel.walker",,,1: Metadata checked by RW.,Collected,Technicianm
,373340,1,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY994,M,50.0307,-125.0992,50.03023806,-125.0985756,,,,20,,Grab Sample,250,TRUE,2018-03-13 10:34:54,2018-03-13 13:04:31,,"rebecca.piercey,rachel.walker",,,1: Metadata checked by RW.,Collected,Technicianm
,373340,1,2018-03-13,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY995,M,50.0307,-125.0992,50.03023806,-125.0985756,,,,30,,Grab Sample,250,TRUE,2018-03-13 10:34:54,2018-03-13 13:04:31,,"rebecca.piercey,rachel.walker",,,1: Metadata checked by RW.,Collected,Technicianm
,373954,1,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY996,M,50.0307,-125.0992,50.03000838,-125.0989645,,,,0,,Grab Sample,250,TRUE,2018-03-20 09:57:41,2018-03-20 11:17:19,,"rebecca.piercey,rachel.walker",,,"1: Metadata checked by RW.2: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,373954,1,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY1001,M,50.0307,-125.0992,50.03000838,-125.0989645,,,,5,4.8613773,Grab Sample,250,TRUE,2018-03-20 09:57:41,2018-03-20 11:17:19,,"rebecca.piercey,rachel.walker",,,"1: Metadata checked by RW.2: Sent to Microthalassia at VIU",Submitted,Technicianm
,373954,1,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY998,M,50.0307,-125.0992,50.03000838,-125.0989645,,,,10,9.9184021,Grab Sample,250,TRUE,2018-03-20 09:57:41,2018-03-20 11:17:19,,"rebecca.piercey,rachel.walker",,,1: Metadata checked by RW.,Collected,Technicianm
,373954,1,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY999,M,50.0307,-125.0992,50.03000838,-125.0989645,,,,20,19.1735232,Grab Sample,250,TRUE,2018-03-20 09:57:41,2018-03-20 11:17:19,,"rebecca.piercey,rachel.walker",,,1: Metadata checked by RW.,Collected,Technicianm
,373954,1,2018-03-20,QUADRA,HAKAI,QOMA1,3,QU39,,QPHY1000,M,50.0307,-125.0992,50.03000838,-125.0989645,,,,30,29.193887,Grab Sample,250,TRUE,2018-03-20 09:57:41,2018-03-20 11:17:19,,"rebecca.piercey,rachel.walker",,,1: Metadata checked by RW.,Collected,Technicianm
,374714,1,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY1002,M,50.0307,-125.0992,,,,,,0,,Grab Sample,250,TRUE,2018-03-27 10:16:10,2018-03-27 13:18:22,,"rebecca.piercey,rachel.walker,eva.jordison",,,"1: Metadata checked by RW.2: Sent for analysis to Lou Hobson 2018-10-11",Results,Technicianm
,374714,1,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY1003,M,50.0307,-125.0992,,,,,,5,4.9168128,Grab Sample,250,TRUE,2018-03-27 10:16:10,2018-03-27 13:18:22,,"rebecca.piercey,rachel.walker,eva.jordison",,,"1: Metadata checked by RW.2: Sent to Microthalassia at VIU",Submitted,Technicianm
,374714,1,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY1004,M,50.0307,-125.0992,,,,,,10,,Grab Sample,250,TRUE,2018-03-27 10:16:10,2018-03-27 13:18:22,,"rebecca.piercey,rachel.walker,eva.jordison",,,1: Metadata checked by RW.,Collected,Technicianm
,374714,1,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY1005,M,50.0307,-125.0992,,,,,,20,,Grab Sample,250,TRUE,2018-03-27 10:16:10,2018-03-27 13:18:22,,"rebecca.piercey,rachel.walker,eva.jordison",,,1: Metadata checked by RW.,Collected,Technicianm
,374714,1,2018-03-27,QUADRA,HAKAI,QOMA5,3,QU39,,QPHY1006,M,50.0307,-125.0992,,,,,,30,29.2953453,Grab Sample,250,TRUE,2018-03-27 10:16:10,2018-03-27 13:18:22,,"rebecca.piercey,rachel.walker,eva.jordison",,,1: Metadata checked by RW.,Collected,Technicianm
